redis-1  | 1:C 17 May 2026 20:12:23.170 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
redis-1  | 177:C 25 May 2026 08:58:26.077 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 08:58:26.173 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 09:18:47.708 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 09:18:47.711 * Background saving started by pid 178
redis-1  | 178:C 25 May 2026 09:18:47.718 * DB saved on disk
redis-1  | 178:C 25 May 2026 09:18:47.719 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 09:18:47.813 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 09:44:19.093 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 09:44:19.098 * Background saving started by pid 179
redis-1  | 179:C 25 May 2026 09:44:19.112 * DB saved on disk
redis-1  | 179:C 25 May 2026 09:44:19.114 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 09:44:19.199 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 10:02:45.899 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 10:02:45.903 * Background saving started by pid 180
redis-1  | 180:C 25 May 2026 10:02:45.915 * DB saved on disk
redis-1  | 180:C 25 May 2026 10:02:45.916 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 10:02:46.007 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 11:02:47.072 * 1 changes in 3600 seconds. Saving...
redis-1  | 1:M 25 May 2026 11:02:47.074 * Background saving started by pid 181
redis-1  | 181:C 25 May 2026 11:02:47.080 * DB saved on disk
redis-1  | 181:C 25 May 2026 11:02:47.081 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 11:02:47.176 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 11:39:23.311 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 11:39:23.313 * Background saving started by pid 182
redis-1  | 182:C 25 May 2026 11:39:23.320 * DB saved on disk
redis-1  | 182:C 25 May 2026 11:39:23.321 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 11:39:23.414 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 11:49:53.041 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 11:49:53.048 * Background saving started by pid 183
redis-1  | 183:C 25 May 2026 11:49:53.059 * DB saved on disk
redis-1  | 183:C 25 May 2026 11:49:53.060 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 11:49:53.149 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 12:00:05.112 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 12:00:05.114 * Background saving started by pid 184
redis-1  | 184:C 25 May 2026 12:00:05.124 * DB saved on disk
redis-1  | 184:C 25 May 2026 12:00:05.124 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 12:00:05.215 * Background saving terminated with success
redis-1  | 1:M 25 May 2026 12:05:06.064 * 100 changes in 300 seconds. Saving...
redis-1  | 1:M 25 May 2026 12:05:06.066 * Background saving started by pid 185
redis-1  | 185:C 25 May 2026 12:05:06.074 * DB saved on disk
redis-1  | 185:C 25 May 2026 12:05:06.075 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis-1  | 1:M 25 May 2026 12:05:06.168 * Background saving terminated with success
db-1     | 2026-05-20 13:02:08.361 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 13:02:08.809 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.409 s, sync=0.008 s, total=0.448 s; sync files=5, longest=0.005 s, average=0.002 s; distance=26 kB, estimate=60 kB; lsn=0/2110C00, redo lsn=0/2110BC8
db-1     | 2026-05-20 13:12:08.998 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 13:12:10.337 UTC [25] LOG:  checkpoint complete: wrote 14 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.311 s, sync=0.007 s, total=1.340 s; sync files=12, longest=0.004 s, average=0.001 s; distance=77 kB, estimate=77 kB; lsn=0/21241E8, redo lsn=0/21241B0
db-1     | 2026-05-20 13:17:08.413 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 13:17:10.342 UTC [25] LOG:  checkpoint complete: wrote 20 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.913 s, sync=0.005 s, total=1.930 s; sync files=19, longest=0.002 s, average=0.001 s; distance=82 kB, estimate=82 kB; lsn=0/2138DD8, redo lsn=0/2138DA0
db-1     | 2026-05-20 13:32:08.582 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 13:32:09.602 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.008 s, sync=0.003 s, total=1.020 s; sync files=11, longest=0.002 s, average=0.001 s; distance=37 kB, estimate=78 kB; lsn=0/2142400, redo lsn=0/21423C8
db-1     | 2026-05-20 13:42:08.770 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 13:42:09.904 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.113 s, sync=0.005 s, total=1.134 s; sync files=12, longest=0.003 s, average=0.001 s; distance=66 kB, estimate=77 kB; lsn=0/2152DE8, redo lsn=0/2152DB0
db-1     | 2026-05-20 13:52:08.966 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 13:52:10.596 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.611 s, sync=0.005 s, total=1.630 s; sync files=17, longest=0.003 s, average=0.001 s; distance=72 kB, estimate=76 kB; lsn=0/2164EC8, redo lsn=0/2164E90
db-1     | 2026-05-20 15:02:09.617 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 15:02:10.745 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.109 s, sync=0.005 s, total=1.128 s; sync files=12, longest=0.003 s, average=0.001 s; distance=69 kB, estimate=75 kB; lsn=0/21762C8, redo lsn=0/2176290
db-1     | 2026-05-21 03:47:20.462 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 03:47:21.391 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.910 s, sync=0.005 s, total=0.929 s; sync files=10, longest=0.003 s, average=0.001 s; distance=36 kB, estimate=72 kB; lsn=0/217F418, redo lsn=0/217F3E0
db-1     | 2026-05-21 04:02:20.534 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 04:02:21.657 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.109 s, sync=0.004 s, total=1.123 s; sync files=12, longest=0.002 s, average=0.001 s; distance=65 kB, estimate=71 kB; lsn=0/218FB80, redo lsn=0/218FB48
db-1     | 2026-05-21 04:07:20.726 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 04:07:21.649 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.909 s, sync=0.004 s, total=0.924 s; sync files=10, longest=0.003 s, average=0.001 s; distance=41 kB, estimate=68 kB; lsn=0/2199F80, redo lsn=0/2199F48
db-1     | 2026-05-21 05:02:21.392 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 05:02:23.225 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.814 s, sync=0.006 s, total=1.833 s; sync files=19, longest=0.003 s, average=0.001 s; distance=75 kB, estimate=75 kB; lsn=0/21ACBC8, redo lsn=0/21ACB90
db-1     | 2026-05-21 05:22:21.494 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 05:22:22.418 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.909 s, sync=0.004 s, total=0.924 s; sync files=10, longest=0.002 s, average=0.001 s; distance=39 kB, estimate=71 kB; lsn=0/21B67D8, redo lsn=0/21B67A0
db-1     | 2026-05-21 05:52:21.881 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 05:52:22.905 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.008 s, sync=0.004 s, total=1.025 s; sync files=11, longest=0.003 s, average=0.001 s; distance=44 kB, estimate=68 kB; lsn=0/21C1848, redo lsn=0/21C1810
db-1     | 2026-05-21 06:57:22.950 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 06:57:24.581 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.610 s, sync=0.007 s, total=1.631 s; sync files=17, longest=0.005 s, average=0.001 s; distance=73 kB, estimate=73 kB; lsn=0/21D3E68, redo lsn=0/21D3E30
db-1     | 2026-05-21 07:02:22.635 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:02:24.259 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.610 s, sync=0.005 s, total=1.625 s; sync files=17, longest=0.003 s, average=0.001 s; distance=74 kB, estimate=74 kB; lsn=0/21E6868, redo lsn=0/21E6830
db-1     | 2026-05-21 07:07:22.348 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:07:24.288 UTC [25] LOG:  checkpoint complete: wrote 20 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.913 s, sync=0.008 s, total=1.941 s; sync files=18, longest=0.005 s, average=0.001 s; distance=97 kB, estimate=97 kB; lsn=0/21FED38, redo lsn=0/21FED00
db-1     | 2026-05-21 07:12:22.370 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:12:23.898 UTC [25] LOG:  checkpoint complete: wrote 16 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.511 s, sync=0.006 s, total=1.528 s; sync files=16, longest=0.003 s, average=0.001 s; distance=78 kB, estimate=95 kB; lsn=0/2212810, redo lsn=0/22127D8
db-1     | 2026-05-21 07:17:22.998 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:17:24.832 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.814 s, sync=0.004 s, total=1.834 s; sync files=18, longest=0.002 s, average=0.001 s; distance=86 kB, estimate=94 kB; lsn=0/22281C0, redo lsn=0/2228188
db-1     | 2026-05-21 07:22:22.902 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:22:24.530 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.612 s, sync=0.004 s, total=1.629 s; sync files=17, longest=0.003 s, average=0.001 s; distance=78 kB, estimate=92 kB; lsn=0/223BB70, redo lsn=0/223BB38
db-1     | 2026-05-21 07:27:22.551 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:27:24.396 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.817 s, sync=0.004 s, total=1.845 s; sync files=15, longest=0.002 s, average=0.001 s; distance=89 kB, estimate=92 kB; lsn=0/2252340, redo lsn=0/2252308
db-1     | 2026-05-21 07:42:22.620 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:42:25.352 UTC [25] LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.718 s, sync=0.004 s, total=2.732 s; sync files=19, longest=0.003 s, average=0.001 s; distance=136 kB, estimate=136 kB; lsn=0/2274398, redo lsn=0/2274360
db-1     | 2026-05-21 07:52:22.486 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:52:24.618 UTC [25] LOG:  checkpoint complete: wrote 22 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.113 s, sync=0.005 s, total=2.133 s; sync files=19, longest=0.002 s, average=0.001 s; distance=93 kB, estimate=131 kB; lsn=0/228B9F8, redo lsn=0/228B9C0
db-1     | 2026-05-21 07:57:22.649 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 07:57:23.140 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.413 s, sync=0.026 s, total=0.491 s; sync files=5, longest=0.022 s, average=0.006 s; distance=29 kB, estimate=121 kB; lsn=0/2293158, redo lsn=0/2293120
db-1     | 2026-05-21 08:02:22.235 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 08:02:23.870 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.612 s, sync=0.010 s, total=1.636 s; sync files=17, longest=0.008 s, average=0.001 s; distance=79 kB, estimate=117 kB; lsn=0/22A6FE0, redo lsn=0/22A6FA8
db-1     | 2026-05-21 08:32:23.342 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 08:32:23.965 UTC [25] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.607 s, sync=0.004 s, total=0.623 s; sync files=7, longest=0.003 s, average=0.001 s; distance=29 kB, estimate=108 kB; lsn=0/22AE760, redo lsn=0/22AE728
db-1     | 2026-05-21 08:37:24.062 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 08:37:25.694 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.612 s, sync=0.006 s, total=1.632 s; sync files=17, longest=0.004 s, average=0.001 s; distance=80 kB, estimate=105 kB; lsn=0/22C2830, redo lsn=0/22C27F8
db-1     | 2026-05-21 08:42:24.750 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 08:42:25.394 UTC [25] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.625 s, sync=0.006 s, total=0.645 s; sync files=6, longest=0.004 s, average=0.001 s; distance=30 kB, estimate=98 kB; lsn=0/22CA108, redo lsn=0/22CA0D0
db-1     | 2026-05-21 08:47:24.494 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 08:47:25.438 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.912 s, sync=0.012 s, total=0.944 s; sync files=10, longest=0.009 s, average=0.002 s; distance=36 kB, estimate=92 kB; lsn=0/22D33E0, redo lsn=0/22D33A8
db-1     | 2026-05-21 08:57:24.568 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 08:57:25.693 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.110 s, sync=0.004 s, total=1.125 s; sync files=10, longest=0.003 s, average=0.001 s; distance=48 kB, estimate=87 kB; lsn=0/22DF5B8, redo lsn=0/22DF580
db-1     | 2026-05-21 09:07:24.769 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:07:25.690 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.908 s, sync=0.003 s, total=0.921 s; sync files=10, longest=0.002 s, average=0.001 s; distance=44 kB, estimate=83 kB; lsn=0/22EA8B0, redo lsn=0/22EA878
db-1     | 2026-05-21 09:17:24.846 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:17:26.772 UTC [25] LOG:  checkpoint complete: wrote 20 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.912 s, sync=0.004 s, total=1.926 s; sync files=19, longest=0.002 s, average=0.001 s; distance=85 kB, estimate=85 kB; lsn=0/22FFD80, redo lsn=0/22FFD48
db-1     | 2026-05-21 09:27:24.926 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:27:26.751 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.811 s, sync=0.004 s, total=1.825 s; sync files=16, longest=0.003 s, average=0.001 s; distance=90 kB, estimate=90 kB; lsn=0/23165B0, redo lsn=0/2316578
db-1     | 2026-05-21 09:42:25.042 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:42:26.064 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.009 s, sync=0.003 s, total=1.023 s; sync files=10, longest=0.002 s, average=0.001 s; distance=32 kB, estimate=84 kB; lsn=0/231E7B0, redo lsn=0/231E778
db-1     | 2026-05-21 09:47:25.094 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:47:26.619 UTC [25] LOG:  checkpoint complete: wrote 16 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.510 s, sync=0.005 s, total=1.525 s; sync files=16, longest=0.003 s, average=0.001 s; distance=70 kB, estimate=82 kB; lsn=0/2330218, redo lsn=0/23301E0
db-1     | 2026-05-21 09:52:25.684 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:52:27.314 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.610 s, sync=0.005 s, total=1.630 s; sync files=17, longest=0.003 s, average=0.001 s; distance=72 kB, estimate=81 kB; lsn=0/23425A0, redo lsn=0/2342568
db-1     | 2026-05-21 09:57:25.413 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 09:57:26.637 UTC [25] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.209 s, sync=0.004 s, total=1.225 s; sync files=12, longest=0.003 s, average=0.001 s; distance=68 kB, estimate=80 kB; lsn=0/2353870, redo lsn=0/2353838
db-1     | 2026-05-21 10:02:25.718 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 10:02:26.842 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.109 s, sync=0.003 s, total=1.125 s; sync files=10, longest=0.002 s, average=0.001 s; distance=42 kB, estimate=76 kB; lsn=0/235E2E0, redo lsn=0/235E2A8
db-1     | 2026-05-21 10:12:26.001 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 10:12:26.933 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.908 s, sync=0.013 s, total=0.932 s; sync files=10, longest=0.010 s, average=0.002 s; distance=35 kB, estimate=72 kB; lsn=0/2367080, redo lsn=0/2367048
db-1     | 2026-05-21 10:17:26.998 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 10:17:27.420 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.405 s, sync=0.005 s, total=0.423 s; sync files=5, longest=0.004 s, average=0.001 s; distance=20 kB, estimate=67 kB; lsn=0/236C100, redo lsn=0/236C0C8
db-1     | 2026-05-21 10:22:26.494 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 10:22:27.415 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.908 s, sync=0.004 s, total=0.921 s; sync files=10, longest=0.002 s, average=0.001 s; distance=30 kB, estimate=63 kB; lsn=0/2373A78, redo lsn=0/2373A40
db-1     | 2026-05-21 10:27:26.515 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 10:27:27.541 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.009 s, sync=0.004 s, total=1.026 s; sync files=10, longest=0.002 s, average=0.001 s; distance=42 kB, estimate=61 kB; lsn=0/237E640, redo lsn=0/237E608
db-1     | 2026-05-21 10:52:26.894 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-21 10:52:27.313 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.405 s, sync=0.004 s, total=0.419 s; sync files=5, longest=0.003 s, average=0.001 s; distance=21 kB, estimate=57 kB; lsn=0/2383AB8, redo lsn=0/2383A80
db-1     | 2026-05-21 11:22:26.710 UTC [25] LOG:  checkpoint starting: time
